20; Ter cuidado com as cópias fieis da internet. Procurar ler e escrever com suas palavras a partir do que entendeu. ;0;0;0;0;0;0;0
22; Texto bem escrito, apenas rever as margens (conforme a ABNT) e fazer cabeçalho nos trabalhos. ;0;0;0;0;0;1;0
23; Ler outros textos sobre o assunto para lher dar suporte necessário para construção de textos mais concisos. ;0;0;0;0;0;1;0
24; Procure ler mais, para escrever mais acerca dos temas propostos. Não esquecer de fazer cabeçaalhos nos trabalhos e colocar o titulo. ;0;0;0;0;0;1;0
25; Não realizar cópia da internet na íntegra, procure ler mais sobre o assunto e só assim escrever com suas palavras. ;0;0;0;0;0;0;0
26; Texto bem escrito, ter cuidado apenas com as cópias da internet e lembrar de fazer cabeçalho e por título. ;0;0;0;0;0;0;0
27; Texto bem elaborado. Parabéns. Faltou apenas cabeçalho ;0;0;0;0;1;1;0
28; Faltou o titulo e cabeçalho. E você copiou um texto inteiro da internet. Tenha cuidado com estas copias, pois isso lhe prejudica. procure ler e escrever com suas palavras. ;0;0;0;0;0;0;0
29; Não realizar cópia da internet na íntegra, procure ler mais sobre o assunto e só assim escrever com suas palavras. ;0;0;0;0;0;1;0
30; Texto bem escrito, apenas rever as margens (conforme a ABNT) e fazer cabeçalho nos trabalhos. ;0;0;0;0;0;1;0
31; Ler outros textos (fontes) para lhe dar suporte na construção de textos concisos e coerentes. ver pontuação e sempre reler seu texto construído para organizar as idéias melhor. Faltou colocar o titulo proposto e o cabeçalho. ;0;0;0;0;0;1;0
32; Excelente texto. Faltou apenas o cabeçalho. ;0;0;0;0;1;1;0
33; Seu texto está bom, precisa apenas ler um pouco mais outras fontes pra lhe dar melhor suporte. ;0;0;0;0;1;1;0
34; Você fez um texto com cópia fiel da internet. Tenho cuidado com isso, procure ler e construir com suas palavras. ;0;0;0;0;0;1;0
35; Texto bom, precisa apenas ler mais um pouco, para desenvolver melhor seus textos. Faltou organizar as margens (conforme as normas da ABNT) e fazer cabeçalho. ;0;0;0;0;0;1;0
36; Muito bom seu texto. parabéns. Texto conciso e coerente. ;0;0;0;0;1;0;0
37; Ter cuidado com copias da internet. ;0;0;0;0;0;0;0
38; Procure ler mais fontes acerca do assunto proposto para escrever mais elaborado seus textos. ;0;0;0;0;0;1;0
39; Nao esqueça de ler outras fontes (textos) do assunto proposto para assim ajudar-lhe na elaboração de seus textos. ;0;0;0;0;0;1;0
40; Você usou cópia da internet. Tenha cuidado que isso pode lhe prejudicar. procure ler outras fontes e so assim escrever com suas palavras. ;0;0;0;0;0;0;0
42; Ter cuidado com as cópias da internet e ao usa-las fazer citação. ;0;0;0;0;0;0;0
43; Texto super coerente com a proposta do titulo, linguem direta e concisa. ;1;0;0;0;1;0;0
44; Cuidado com as cópias da internet. Desta forma você pode se prejudicar, procure ler outras fontes pra ter embasamento teórico para construir o seu texto. ;0;0;0;0;0;0;0
45; Muito bom seu texto, foi construído com uma linguagem direta e coerente. ;0;0;0;0;1;0;0
46; Texto bom, ter cuidado apenas com as margens do trabalho e sempre fazer cabeçalho. Preste atenção nas copias da internet e sempre procure escrever com suas palavras. ;0;0;0;0;0;1;0
48; Texto bem redigido, procure apenas ler mais para desenvolver melhor suas ideias. ;0;0;0;0;0;1;0
49; Parabéns pelo trabalho desenvolvido! ;0;0;0;0;1;0;0
53; Parabéns, muito bom seu trabalho! ;0;0;0;0;1;0;0
54; Muito bem! ;0;0;0;0;0;0;0
55; Parabéns! ;0;0;0;0;0;0;0
68; Caríssimo, o trabalho precisa de uma sistematização. Ver as observações na solicitação. Ademais, o texto atende os pontos pertinentes na sistemática das ideias pesquisadas. Um abraço. ;0;0;0;0;0;1;0
154; Maria Silvania,   Você discorreu sobre as concepções de língua/linguagem, mas não refletiu sobre as aulas assistidas conforme solicitado no roteiro da atividade.   Abraços.         ;0;1;0;0;0;1;0
156; Kesia,   Você discorreu sobre as concepções de língua/linguagem, mas não refletiu sobre as aulas assistidas conforme solicitado no roteiro da atividade.   Abraços. ;0;1;0;0;0;1;0
286; Olá Wilma!       Na sua postagem não consta o nome da equipe! Essa informação é necessária.       Bjsss       Joelma Britto     ;0;0;0;0;0;0;0
308; Bom, você deveria ter explorado a teoria com os princípios de Alvaraz y Soler e relacionado pedagogicamente as atividades observadas em sala de aula.      ;0;0;0;0;0;1;0
375;Bom trabalho!;0;0;0;0;0;0;0
492; A atividade era para ser feita em forma de relatório.Faltou organização na atividade e a bibliografia. ;0;0;0;0;0;1;0
494;  A atividade era para ser:    Um relatório síntese de duas páginas (digitadas), relacionando os problemas encontrados em cada campo/área, com as discussões feitas, ao longo da disciplina, sobre Etnocentrismo e Relativismo Cultural, colocando as referências utilizadas. ;0;0;0;0;0;1;0
501;  A atividade era para ser feita em forma de relatório.  ;0;0;0;0;0;0;0
518; Aliny,   Faltou o relato das aulas assistidas.   Abraço. ;0;0;0;0;0;0;0
522; Isalene,   Bom trabalho, mas faltou o diálogo com as concepções de língua/linguagem.   Abraços, ;0;0;0;0;0;1;0
523; Excelente! ;0;0;0;0;0;0;0
524; Sheila,   Bom trabalho, no próximo fique mais atenta ao gênero textual solicitado.   Abraços. ;0;0;0;0;0;1;0
534; Janilda, seu trabalho consta de apenas 2 slides e, portanto, não apresenta os critérios mínimos para uma correção do que fora proposto. Sugiro que você faça um novo trabalho.   Atenciosamente,   Adauto ;0;0;0;0;0;1;0
612;Faltou caracterizar melhor os personagens conforme os estilos de liderança estudados.;0;0;0;0;0;1;0
613; Melhorar a organização do trabalho, seguir as normas  da ABNT. O trabalho  é em grupo de 5 pessoas, não individual. ;0;0;0;0;0;1;0
614; Ótima organização da resenha. Faltou uma melhor caracterização dos personagens segundo os estilos de liderança estudados. ;0;0;0;0;1;1;0
615; Seguir normas da ABNT para trabalhos acadêmicos (estrutura) e colocar a bibliografia consultada. ;0;0;0;0;0;0;0
